AARS,AASS,AATK,ABCA10,ABCA2,ABCA6,ABCA8,ABCC1,ABCC6,ABCD1,ABCE1,ABCG5,ABHD1,ABHD10,ABHD3,ABHD6,ABR,ABRA,ABTB1,ACADM,ACBD5,ACCN2,ACE2,ACLY,ACO2,ACOT12,ACP5,ACR,ACSBG2,ACSL3,ACSM1,ACTG2,ACTL7A,ACTL8,ACTN4,ACTR3,ACTR6,ACVR1C,ACY1L2,ACYP1,ADAM12,ADAM17,ADAM20,ADAM28,ADAM32,ADAM3A,ADAMTS10,ADAMTS16,ADAMTS17,ADAMTS18,ADAMTS20,ADAMTS5,ADAMTS7,ADAMTSL4,ADAT1,ADCY8,ADH4,ADIPOR1,ADK,ADMR,ADORA3,ADPN,ADPRHL2,Label
-0.354598,0.692803,-0.563063,-0.389827,-0.933667,-0.084399,-1.342877,0.409045,-0.098836,0.013126,0.147025,-1.547299,0.387199,0.857399,-0.267782,0.185924,0.600632,0.618734,-1.124813,1.054299,1.15554,0.710003,0.195745,0.536287,1.376981,0.388262,-0.681827,0.305927,0.134564,0.609789,-0.738815,-1.823487,-0.070883,0.403062,-0.677876,0.606305,-0.054252,0.775177,-0.556149,-0.304659,0.050735,-0.480594,-0.110517,-0.696274,0.311396,-0.648169,-0.273786,-0.064437,-0.792548,0.045522,-0.360478,0.461635,0.125615,-0.352036,0.878907,0.668789,-0.740945,0.131756,0.032327,-0.028547,-0.800801,0.550211,-1.764736,0
0.345881,0.364984,0.122774,-0.325851,-0.038122,0.362342,0.520586,-0.499169,-0.621033,-0.805719,0.667905,-0.170017,1.65583,-0.030122,0.735892,0.190346,0.245011,0.415196,-0.468646,1.282665,0.420379,-1.192408,-0.20332,0.055162,0.899206,0.108881,0.79388,-0.340301,-0.464988,0.565423,-0.204959,-0.7155,-0.942289,0.069297,-0.413583,0.094359,0.477313,-0.802655,1.171539,1.125411,-0.53682,0.754835,0.4611,0.079909,0.683275,-0.393153,-0.833305,-0.202076,-0.370267,0.092201,-0.79935,0.06676,0.080744,-0.179818,0.351621,-0.237839,-0.321023,1.300577,0.101818,-0.50997,-0.985601,-0.713476,-0.632426,0
0.91938,-0.631936,-1.095959,0.295068,-1.106056,0.032167,-0.572085,1.17003,-0.81184,-0.497434,0.592082,-0.539822,-0.800799,1.382814,-1.493018,1.487433,0.555893,0.232796,0.349104,-0.075128,0.868757,0.7271,-0.526595,1.326446,0.824531,0.273409,-0.812621,0.045498,-0.566825,0.930284,-0.213452,-0.296933,-0.004899,-0.663406,-0.986981,1.393435,0.536938,1.206188,-1.642051,-0.041966,-0.746204,-1.049641,-0.044279,-0.308446,-0.437739,-0.980623,0.100326,-0.00974,-0.326744,0.650148,-0.91533,0.656141,1.047141,-0.761917,2.305386,0.484466,-1.166472,1.185353,-1.442657,-1.455758,-1.269961,-2.233648,-0.326589,0
1.20328,-0.509055,-1.166173,0.12248,-1.152368,-0.563526,-0.357517,-0.005618,-1.002138,-0.260737,0.556349,-1.225092,-2.416878,1.18664,-0.866494,1.088628,0.595768,0.387666,0.131115,-0.030934,0.532586,-0.040872,0.290558,1.47258,0.939516,2.043993,-1.011433,-0.119172,-0.789544,1.061885,0.361515,-0.085421,-0.182139,1.089885,-0.720106,0.854142,0.861333,1.023182,-1.172536,0.395582,-1.275208,-0.643766,0.139421,-0.894345,0.728497,-0.664584,0.099317,0.335143,-0.042737,0.502788,-0.819293,0.850481,2.794632,-0.408561,0.588443,-0.105416,-0.896191,0.754681,-0.424361,-1.264987,-1.145505,0.699242,0.137612,0
0.955199,-0.555908,-1.412791,-0.676585,-1.53261,-0.289484,-0.977145,0.509353,-1.324479,-0.044324,1.236623,-0.716445,-0.383835,1.796658,-0.968094,1.313017,-0.085983,0.603313,-0.077586,0.98912,1.20305,0.183666,-0.844013,1.476715,1.11942,0.490245,-0.255188,-0.320152,-0.347324,1.437237,-0.967585,-0.488088,-0.480625,0.745743,-0.734846,1.341622,1.514909,1.739438,-1.579054,0.720594,-0.858096,0.267943,-0.081847,0.156884,0.572961,-0.691135,-0.787708,0.679793,-0.503808,0.966896,-1.233141,0.915613,0.169606,-0.424407,1.203903,-0.944836,-0.434375,0.768629,-0.455425,-1.539582,-1.292937,0.069381,-0.063735,0
1.2787,-0.169403,-0.234528,-0.922188,-0.601338,-0.649131,-0.120874,0.996935,-0.706231,-0.267021,1.33735,0.487568,0.331207,1.274113,-1.238767,1.291792,-0.109504,-0.690907,0.358647,0.155454,1.149901,0.059747,-0.768064,1.228255,1.420748,0.541994,1.068551,-0.019944,-1.522486,1.069374,-1.08534,-0.928576,0.534274,2.013161,-1.033753,0.432281,0.256345,0.17409,-0.434358,-0.167485,-1.433605,-0.686591,0.292145,-1.249416,-0.12252,-1.071216,-1.019864,0.996225,-0.599969,1.259157,-1.226521,-0.46658,0.414916,-0.328833,0.90136,-0.155198,-0.975819,0.93154,-1.208669,-1.493925,-1.099503,0.143249,0.835797,0
0.622384,-1.889829,0.653347,-0.525301,0.358563,-0.747006,-1.719078,-0.514255,-1.923496,-0.308901,-0.304251,1.026231,-1.805341,-0.223012,-3.116736,-0.707354,1.860933,-0.171711,2.101422,-1.328524,-1.635328,1.576273,-0.205116,0.043485,-0.713988,1.47459,2.255888,0.396092,1.531824,-0.627838,-0.72661,0.97716,-0.342931,-0.028925,0.544827,-0.4414,-0.298863,0.445909,-2.062545,-0.213197,0.327966,0.830033,0.488933,-0.448336,-1.489731,0.326872,0.278506,-0.394785,-0.698125,-0.355551,1.063612,1.284429,0.141107,0.99869,-0.511006,-2.052431,0.327038,-1.753263,-0.350296,0.26076,-0.274487,1.182062,-0.305606,0
1.153145,-0.706409,-0.52301,0.681162,-1.260301,0.207149,-0.983583,0.20638,-1.04186,-0.203042,0.627189,-0.790278,-0.501824,1.301725,-1.289304,0.722705,0.50562,-0.609383,0.23806,0.556884,0.40046,-0.099287,0.344393,0.932115,0.50186,0.446124,-0.533794,0.186932,-0.553152,1.068934,-0.166768,-0.040396,0.45724,1.212696,0.007504,1.18622,1.540629,0.870035,-0.686783,0.576983,-0.4575,0.384234,0.956376,-0.713539,1.101596,-0.947949,0.736465,-0.144367,-0.364196,0.742636,-0.210392,0.879721,-0.344632,-0.390753,1.436547,-0.586517,-0.79511,0.081633,0.074683,0.438201,-2.321121,0.095703,-0.651794,0
0.881796,0.857833,-0.222787,-0.576154,-0.301774,0.526869,0.710724,-0.189806,0.68729,-0.432056,0.711016,-1.059451,0.417317,0.920733,0.537129,1.445505,-0.123283,-0.071689,-0.59523,0.66815,1.279262,-0.684549,-1.023353,0.981892,0.820921,-0.069569,-0.111325,0.131189,-1.250484,1.045623,-0.742238,-0.462807,-0.617698,-0.511517,-0.872946,0.541594,0.617983,0.454702,-0.895899,0.447584,-1.390814,-0.087481,0.12422,0.537297,0.677682,-1.16115,-0.804578,0.084432,-0.312816,0.994032,-0.669429,-0.574013,0.264738,-0.14987,0.507348,-0.151334,0.144292,0.909092,-1.09774,-0.94488,-0.272315,-0.045736,-0.224014,0
1.017435,-1.942076,0.699101,-0.352266,0.153426,-1.171584,-1.501078,0.188646,-1.846371,-0.482975,-0.180071,0.821847,-1.287327,-0.374301,-0.771915,-0.768044,1.452391,6.032093,1.756118,-0.999088,-1.73218,1.494909,0.036839,0.331469,-0.563031,-1.223939,-0.511857,0.730745,0.982649,-0.501181,-0.850727,-0.823133,-0.734187,-0.228763,0.240535,-0.169299,0.452396,-0.236695,-1.976676,1.089046,0.345622,-0.026853,1.29622,-0.754384,0.773982,-0.191775,0.493023,-0.293922,-1.692491,-0.729843,0.971816,0.133494,0.441712,0.412786,-0.40711,-0.227399,0.347651,-0.346741,-0.301532,0.022493,-0.805661,0.603556,-0.215807,0
0.97153,0.250784,-0.346277,-1.043499,-0.467117,-0.463778,1.175633,1.912703,-0.646308,-0.266217,1.681186,-1.434456,-0.088444,1.114804,-1.225812,1.497579,-0.064322,0.937515,-0.314647,-0.261517,0.828818,0.031442,-0.93293,1.674107,0.120285,1.010433,-0.58121,0.630154,-0.665337,1.050141,-0.695646,-0.353154,0.901204,-0.11799,-0.56881,0.713062,0.609619,0.520619,-0.519524,-0.85314,-0.882645,-1.224143,0.478435,-0.261584,-0.074717,-0.995857,1.158167,-1.111841,-2.062261,0.331133,0.085514,0.613454,0.157669,-0.48341,0.610153,0.028607,0.020236,1.208159,-1.521651,-0.277339,-0.4763,0.952041,0.808553,0
0.746627,-0.285926,0.379073,-3.333571,0.091353,-0.750615,1.282105,-0.084688,-0.764051,-0.185007,1.423444,-0.342835,-0.181901,1.317556,-0.794568,1.620884,-0.521375,-0.313127,0.001259,0.236612,0.960326,-0.143044,-1.725586,1.118577,0.883115,1.497342,-0.669185,0.417638,-3.562166,0.891285,-1.228839,0.272551,-1.198912,-0.583088,-0.085195,0.816478,1.238366,1.268395,-0.038919,-0.852485,0.171302,0.757368,-2.507002,0.575953,0.475801,-0.917984,-1.57497,6.4131,-0.692335,1.582417,-0.03471,1.089583,0.083758,-0.588575,0.235124,-1.275683,-0.66947,1.042815,-0.533095,-0.003598,-0.245031,0.926528,0.630226,0
1.710092,-1.946369,-0.780773,-3.141178,-1.036751,-0.722376,-0.567627,1.426271,-2.089479,-0.149394,1.459592,0.871776,-0.787699,1.098939,-1.314374,1.508515,0.576479,0.946751,0.644364,-0.683901,0.516948,0.371812,-0.197126,0.985929,0.934565,1.015223,-0.661443,1.778775,0.264893,0.775762,-0.344928,-0.515752,0.821568,-0.831287,-0.317871,0.893651,0.421841,1.836729,0.319888,0.335987,-0.297508,-1.48151,-1.049836,-1.157923,0.089237,-0.711684,-0.328724,3.710866,-0.229052,1.316696,-0.175838,0.519743,-2.524932,-0.138557,0.985478,0.008123,-0.544873,1.037751,-0.834289,0.120346,-1.161098,1.053093,0.404252,0
0.209651,1.297719,0.902132,-0.232263,0.035495,-0.07852,1.010858,0.45785,-0.793728,-1.08369,1.207657,-0.965164,0.967588,0.690442,-0.483226,0.796598,-0.122514,-0.014261,-0.928108,0.662666,0.398423,-0.447262,-0.699343,0.852019,-0.206459,0.121709,0.279765,0.150817,-0.520954,0.677904,-0.477169,-0.926524,0.35647,-0.318517,-0.386135,0.247146,1.500454,0.839541,-0.265066,0.286367,-0.692191,0.415961,0.30617,1.118863,0.253063,-0.240218,-0.193228,-0.097867,-0.640532,0.173838,-0.430061,-0.057297,0.641696,-0.696151,0.331856,-0.033119,-0.577432,0.206946,-0.521151,-0.572282,0.961145,0.009177,-0.200011,0
-0.060088,0.119332,-0.801835,0.154983,-0.681412,-0.069706,-0.616504,0.689432,-0.546465,-0.384448,0.166527,-0.642808,0.546215,0.356033,-0.330709,0.019702,0.576064,-0.111229,-0.359373,0.347763,0.026662,-0.498137,-0.65157,0.109815,1.068116,0.121263,-0.379549,-0.34241,-0.352355,0.162901,0.512489,1.841054,0.539188,0.381962,-0.099121,0.365383,-0.087835,-0.181643,-0.65879,-0.470902,-0.245722,-0.068144,0.087928,0.631894,-0.124636,-0.472857,-0.132711,0.363526,-0.480759,0.372196,-0.512635,0.109013,0.218394,-0.277709,0.181943,-0.982323,-0.602053,0.579181,0.364625,-0.47764,0.444862,0.311565,-0.552309,0
0.184431,-1.045023,-0.11658,0.543009,-0.906878,-0.092267,-0.513164,0.259259,-0.803538,-0.11113,0.410058,-1.797924,-0.334498,1.38358,-2.512554,0.880568,0.422313,-0.494261,0.265697,-0.140083,0.476457,0.784363,-0.580802,1.554674,0.183848,1.388402,-0.189619,0.94223,-0.018907,1.129566,-0.945854,-1.013989,1.06923,3.029057,-0.486232,0.908264,0.419315,1.461552,-1.923956,-0.004482,-0.62818,-0.009187,0.134973,-1.221322,0.606554,-1.12433,-0.446284,0.553428,-0.266516,1.508859,-0.255553,0.681092,0.601791,-0.331431,0.756746,-0.083174,-0.762241,0.718345,-0.590937,-0.682436,-0.771124,1.228087,-0.406024,0
